Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Estimates Start After
Serbia,Unemployment rate,Percent of total labor force,,Source: National Statistics Office. Statistical Office of the Republic of Serbia Latest actual data: 2019 Notes: The Labor Force Survey is conducted every quarter since Q1 2014. Employment type: Harmonized ILO definition. The methodology is harmonized with ILO and Eurostat. Primary domestic currency: Serbian dinar Data last updated: 04/2020,12.1,12.2,14.47,16,19.53,21.83,21.56,18.8,14.4,16.9,20,23.6,24.6,23,19.894,18.231,15.917,14.051,13.273,10.909,13.408,12.973,2019
Serbia,General government net lending/borrowing,Percent of GDP,,"Source: Ministry of Finance or Treasury. Ministry of Finance Latest actual data: 2019 Notes: Gross debt also includes accounts payable > 60 days and net debt only includes currency and deposits as government assets. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986. Combination of GFSM1986 and GFSM2001 Basis of recording: Cash General government includes: Central Government; State Government; Local Government; Social Security Funds; Other;. General government covers the following entities: Central government ? Republican Budget, comprising direct budget users (covering the three branches of government, President?s office, ministries, parliament, judiciary, other budget agencies); Mandatory social insurance funds ? Pension Insurance Fund, Health Insurance Fund, Unemployment Fund and Military Health Fund; Extrabudgetary funds ? PE Roads of Serbia and Koridori Ltd; Indirect budget users of the Republic; Subnational governments (Autonomous province of Vojvodina; Local government ? Cities and Municipalities; Indirect budget users of local governments). Excluded from the data coverage are some indirect budget users of the Republican budget and Local government. Valuation of public debt: Current market value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Insurance Technical Reserves; Financial Derivatives; Monetary Gold and SDRs; Other;. Recorded on a gross basis.",-0.166,0.36,-2.59,-2.656,0.066,1.045,-0.928,-0.834,-1.788,-3.433,-3.485,-3.905,-6.36,-4.993,-5.853,-3.382,-1.121,1.372,0.812,-0.005,-7.031,-0.302,2019
Serbia,Current account balance,Percent of GDP,,"Source: Central Bank. National Bank of Serbia Latest actual data: 2019. Preliminary. BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6). NBS introduced BPM6 in April 2014.",-1.913,2.054,-3.932,-7.196,-13.182,-8.009,-9.079,-16.035,-19.866,-5.89,-6.008,-8.107,-10.795,-5.741,-5.593,-3.455,-2.927,-5.237,-4.845,-6.883,-6.137,-5.481,2019
Turkey,"Gross domestic product, constant prices",Percent change,,"Source: Haver Analytics. Data from Turkish Statistical Institute (TurkStat) Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2009 Chain-weighted: Yes, from 2009",6.64,-5.962,6.43,5.608,9.644,9.01,7.11,5.03,0.845,-4.704,8.487,11.113,4.79,8.491,5.167,6.086,3.184,7.471,2.827,0.937,-4.998,5.003,2019
Turkey,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: Haver Analytics. Data from Turkish Statistical Institute (TurkStat) Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2009 Chain-weighted: Yes, from 2009",682.914,656.281,709.532,763.239,859.377,965.985,"1,065.98","1,149.68","1,181.94","1,134.93","1,245.60","1,412.94","1,509.02","1,665.88","1,784.37","1,912.68","1,994.01","2,183.34","2,299.75","2,361.78","2,257.99","2,417.19",2019
Turkey,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: Haver Analytics. Data from Turkish Statistical Institute (TurkStat) Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2009 Chain-weighted: Yes, from 2009",5.138,-7.215,5.15,4.374,8.318,7.664,5.774,3.757,-0.468,-6.076,6.777,9.625,3.539,7.018,3.775,4.678,1.795,6.146,1.331,-0.46,-6.148,3.759,2019
Turkey,"Inflation, average consumer prices",Percent change,,Source: Haver Analytics. Data from Turkish Statistical Institute (TurkStat) Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2003,55.035,54.246,45.134,25.337,8.599,8.179,9.597,8.756,10.444,6.251,8.566,6.472,8.892,7.493,8.855,7.671,7.775,11.144,16.332,15.177,12,12,2019
Turkey,"Inflation, end of period consumer prices",Percent change,,Source: Haver Analytics. Data from Turkish Statistical Institute (TurkStat) Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2003,38.998,68.489,29.705,18.403,9.353,7.717,9.653,8.387,10.064,6.526,6.401,10.448,6.164,7.4,8.17,8.808,8.533,11.92,20.302,11.836,12,12,2019
Turkey,Unemployment rate,Percent of total labor force,,Source: Haver Analytics. Data from Turkish Statistical Institute (TurkStat) Latest actual data: 2018 Employment type: National definition Primary domestic currency: Turkish lira Data last updated: 04/2020,5.997,7.804,9.764,9.925,9.688,9.488,9.034,9.183,10.02,13.053,11.127,9.096,8.432,9.041,9.915,10.279,10.907,10.904,10.955,13.709,17.2,15.567,2018
Turkey,General government net lending/borrowing,Percent of GDP,,"Source: Ministry of Finance or Treasury Latest actual data: 2019 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Fiscal assumptions: The basis for the projections in the WEO and Fiscal Monitor is the IMF-defined fiscal balance, which excludes some revenue and expenditure items that are included in the authorities? headline balance. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Other;. Other includes Extra-Budgetary Funds, Revolving Funds and Unemployment Fund Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans",-8.411,-11.756,-11.426,-7.639,-4.163,-0.756,-0.691,-1.942,-2.661,-5.881,-3.424,-0.687,-1.831,-1.469,-1.43,-1.265,-2.354,-2.199,-3.666,-5.261,-7.476,-6.714,2019
Turkey,Current account balance,Percent of GDP,,"Source: Central Bank. Data from Central Bank of the Republic of Turkey Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",-3.633,1.877,-0.263,-2.422,-3.507,-4.186,-5.659,-5.474,-5.156,-1.762,-5.777,-8.937,-5.489,-5.878,-4.159,-3.178,-3.11,-4.76,-2.69,1.066,0.386,-0.182,2019
Ukraine,"Gross domestic product, constant prices",Percent change,,"Source: National Statistics Office. Formally, the State Statistics Service of Ukraine Latest actual data: 2018. Starting in 2014, the data was changed to SNA 2008. Revised National Accounts data is available from 2000 on an annual basis and from 2010 on a quarterly basis. The data excludes Crimea and Sevastopol from 2010.  The revised quarterly GDP data based on SNA 2008 excluding Crimea and Sevastopol are available from 2010. National accounts manual used: System of National Accounts (SNA) 2008. Also, SNA2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010. The reference year is 2010. Chain-weighted: Yes, from 2005",5.932,5.209,5.3,9.5,11.8,3.1,7.6,8.2,2.2,-15.1,4.1,5.466,0.239,-0.027,-6.553,-9.773,2.441,2.525,3.277,3.173,-7.731,3.565,2018
Ukraine,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: National Statistics Office. Formally, the State Statistics Service of Ukraine Latest actual data: 2018. Starting in 2014, the data was changed to SNA 2008. Revised National Accounts data is available from 2000 on an annual basis and from 2010 on a quarterly basis. The data excludes Crimea and Sevastopol from 2010.  The revised quarterly GDP data based on SNA 2008 excluding Crimea and Sevastopol are available from 2010. National accounts manual used: System of National Accounts (SNA) 2008. Also, SNA2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010. The reference year is 2010. Chain-weighted: Yes, from 2005",194.234,208.833,223.38,249.143,286.041,304.093,337.107,374.549,390.234,333.834,351.571,378.532,386.713,393.393,374.419,341.344,353.297,369.038,390.415,409.825,380.545,401.794,2018
Ukraine,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: National Statistics Office. Formally, the State Statistics Service of Ukraine Latest actual data: 2018. Starting in 2014, the data was changed to SNA 2008. Revised National Accounts data is available from 2000 on an annual basis and from 2010 on a quarterly basis. The data excludes Crimea and Sevastopol from 2010.  The revised quarterly GDP data based on SNA 2008 excluding Crimea and Sevastopol are available from 2010. National accounts manual used: System of National Accounts (SNA) 2008. Also, SNA2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010. The reference year is 2010. Chain-weighted: Yes, from 2005",6.914,6.13,6.22,10.379,12.611,3.875,8.256,8.84,2.709,-14.765,4.521,5.802,0.417,0.253,-1.119,-9.415,2.866,3.006,3.85,3.74,-7.36,3.981,2018
Ukraine,"Inflation, average consumer prices",Percent change,,"Source: National Statistics Office. Formally, the State Statistics Service of Ukraine Latest actual data: 2019. Starting in 2014, data excludes Crimea and Sevastopol. Harmonized prices: No Frequency of source data: Monthly Base year: 1991",28.203,11.959,0.757,5.21,9.036,13.52,9.076,12.843,25.201,15.9,9.365,7.958,0.565,-0.261,12.1,48.684,13.913,14.443,10.947,7.886,4.521,7.181,2019
Ukraine,"Inflation, end of period consumer prices",Percent change,,"Source: National Statistics Office. Formally, the State Statistics Service of Ukraine Latest actual data: 2019. Starting in 2014, data excludes Crimea and Sevastopol. Harmonized prices: No Frequency of source data: Monthly Base year: 1991",25.816,6.122,-0.569,8.243,12.309,10.347,11.625,16.59,22.311,12.31,9.096,4.56,-0.202,0.496,24.87,43.313,12.361,13.669,9.777,4.054,7.676,5.894,2019
Ukraine,Unemployment rate,Percent of total labor force,,"Source: Haver Analytics. Formally, the State Statistics Committee of Ukraine Latest actual data: 2018. Starting in 2014, data excludes Crimea and Sevastopol.  Data officially published for 2013 have been recalculated by the IMF staff to exclude Crimea and Sevastopol to ensure a comparable base going forward. Employment type: National definition Primary domestic currency: Ukrainian hryvnia Data last updated: 04/2020",11.483,10.789,9.629,9.057,8.588,7.185,6.81,6.351,6.363,8.843,8.097,7.856,7.529,7.172,9.275,9.143,9.45,9.65,9,8.531,10.053,9.318,2018
Ukraine,General government net lending/borrowing,Percent of GDP,,"Source: Ministry of Finance or Treasury Latest actual data: 2018. Starting in 2014, data excludes Crimea and Sevastopol. Fiscal assumptions: Projections based on IMF staff estimates. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. GFSM 1986 manual is used, certain expenditure data is already in line with the GFSM2001 on cash basis. Basis of recording: Cash General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans",-3.186,-3.031,-1.841,-0.893,-4.415,-2.277,-1.365,-1.967,-3.139,-6.272,-5.772,-2.762,-4.307,-4.784,-4.46,-1.16,-2.229,-2.191,-2.151,-2.045,-8.207,-5.25,2018
Ukraine,Current account balance,Percent of GDP,,"Source: Central Bank. Formally, the National Bank of Ukraine. Starting in 2014Q2, data excludes Crimea and Sevastopol. Latest actual data: 2018 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6). Data is based on BPM6 data.",4.581,3.703,7.494,5.771,10.67,2.943,-1.5,-3.68,-7.039,-1.479,-2.219,-6.279,-8.147,-9.199,-3.916,1.729,-1.494,-2.181,-3.274,-0.693,-2.015,-2.364,2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Monetary Fund, World Economic Outlook Database, April 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,
