Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Estimates Start After
Malta,Current account balance,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2018 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",-5.161,-1.564,0.997,-1.232,-5.488,-8.163,-9.353,-3.87,-1.052,-6.579,-4.657,-0.201,1.703,2.664,8.746,2.802,3.813,10.523,10.421,8.433,3.332,6.091,2018
Netherlands,"Gross domestic product, constant prices",Percent change,,"Source: National Statistics Office Latest actual data: 2019 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1980",4.199,2.328,0.217,0.158,1.983,2.047,3.462,3.772,2.172,-3.667,1.341,1.55,-1.031,-0.127,1.424,1.958,2.192,2.911,2.597,1.811,-7.493,2.983,2019
Netherlands,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: National Statistics Office Latest actual data: 2019 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1980",535.294,559.768,569.856,581.352,608.843,640.656,682.894,727.69,757.956,735.726,754.28,781.97,788.75,801.569,828.03,853.035,880.758,923.466,970.536,"1,005.34",935.911,982.624,2019
Netherlands,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: National Statistics Office Latest actual data: 2019 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1980",3.518,1.54,-0.519,-0.382,1.573,1.749,3.28,3.621,1.877,-4.137,0.796,1.057,-1.472,-0.42,1.124,1.527,1.72,2.294,2.003,1.515,-7.761,2.686,2019
Netherlands,"Inflation, average consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015,2.344,5.115,3.853,2.224,1.385,1.491,1.653,1.587,2.212,0.972,0.93,2.47,2.818,2.556,0.32,0.218,0.114,1.297,1.602,2.673,0.495,1.154,2019
Netherlands,"Inflation, end of period consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015,3.062,5.294,3.298,1.578,1.255,1.947,1.713,1.593,1.658,0.694,1.806,2.451,3.305,1.31,-0.14,0.452,0.76,1.27,1.881,2.817,0.825,1.254,2019
Netherlands,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2019 Employment type: Harmonized OECD definition Primary domestic currency: Euro Data last updated: 04/2020,3.66,3.137,3.665,4.833,5.665,5.882,5.014,4.161,3.663,4.359,4.995,4.984,5.832,7.257,7.434,6.891,6.024,4.854,3.839,3.39,6.5,5,2019
Netherlands,General government net lending/borrowing,Percent of GDP,,"Source: Ministry of Finance or Treasury Latest actual data: 2019 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Fiscal assumptions: Fiscal projections for the period 2019?24 are based on the authorities? Bureau for Economic Policy Analysis budget projections, after differences in macroeconomic assumptions are adjusted for. Historical data were revised following the June 2014 Central Bureau of Statistics release of revised macro data because of the adoption of the European System of National and Regional Accounts (ESA 2010) and the revisions of data sources. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans",1.165,-0.476,-2.129,-3.142,-1.825,-0.396,0.099,-0.092,0.201,-5.086,-5.246,-4.427,-3.918,-2.929,-2.152,-2.025,0.021,1.264,1.491,1.659,-6.164,-2.136,2019
Netherlands,Current account balance,Percent of GDP,,"Source: Central Bank. IMF STA BPM6 Database Latest actual data: 2018. The latest data (2018) is sourced from the DNB. Notes: SFIs are integrated in the resident economy. BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",1.738,2.274,2.33,5.154,7.56,7.047,9.085,6.886,4.966,5.415,6.934,8.535,10.194,9.751,8.172,6.293,8.061,10.82,10.875,10.865,9.006,9.384,2018
Portugal,"Gross domestic product, constant prices",Percent change,,"Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2016 Chain-weighted: Yes, from 1980",3.816,1.944,0.771,-0.931,1.789,0.782,1.625,2.507,0.319,-3.122,1.738,-1.696,-4.057,-0.923,0.792,1.792,2.019,3.506,2.637,2.157,-8,5,2019
Portugal,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2016 Chain-weighted: Yes, from 1980",211.217,220.045,225.249,227.297,237.592,246.907,258.513,272.112,278.29,271.657,279.598,280.597,274.377,276.614,283.966,292.064,301.047,317.471,333.783,346.926,321.199,343.835,2019
Portugal,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2016 Chain-weighted: Yes, from 1980",3.089,1.227,0.221,-1.302,1.545,0.596,1.442,2.305,0.175,-3.214,1.691,-1.552,-3.667,-0.378,1.337,2.215,2.342,3.76,2.802,2.197,-7.861,5.187,2019
Portugal,"Inflation, average consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015,2.805,4.41,3.701,3.237,2.51,2.13,3.046,2.422,2.652,-0.903,1.391,3.554,2.776,0.44,-0.16,0.508,0.636,1.556,1.168,0.3,-0.198,1.35,2019
Portugal,"Inflation, end of period consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015,3.824,3.911,4.022,2.28,2.568,2.54,2.523,2.742,0.842,-0.141,2.444,3.498,2.09,0.171,-0.27,0.291,0.881,1.618,0.635,0.369,-0.242,1.574,2019
Portugal,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2019 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 04/2020,3.925,4.009,4.995,6.264,6.623,7.582,7.647,7.964,7.552,9.432,10.77,12.677,15.526,16.183,13.894,12.444,11.066,8.867,6.994,6.463,13.94,8.685,2019
Portugal,General government net lending/borrowing,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2019. General government statistics in 2017 are provisional and will be updated after the actual data are published. Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Fiscal assumptions: The projections for the current year are based on the authorities? approved budget, adjusted to reflect the IMF staff?s macroeconomic forecast. Projections thereafter are based on the assumption of unchanged policies. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Other; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans",-3.398,-4.784,-3.79,-4.384,-6.11,-6.221,-4.233,-3.045,-3.761,-9.807,-11.191,-7.386,-5.662,-4.836,-7.12,-4.303,-1.97,-2.96,-0.446,0.19,-7.094,-1.888,2019
Portugal,Current account balance,Percent of GDP,,"Source: Central Bank Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",-10.797,-10.449,-8.383,-6.635,-7.957,-9.585,-10.259,-9.62,-11.833,-10.293,-10.256,-5.977,-1.612,1.635,0.157,0.23,1.172,1.302,0.389,-0.085,0.282,-0.356,2019
Slovak Republic,"Gross domestic product, constant prices",Percent change,,"Source: Haver Analytics. Eurostat Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1997",1.166,3.254,4.51,5.499,5.279,6.623,8.493,10.832,5.575,-5.456,5.721,2.865,1.896,0.671,2.753,4.822,2.123,3.041,4.034,2.276,-6.2,4.963,2019
Slovak Republic,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: Haver Analytics. Eurostat Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1997",66.818,70.505,74.85,80.433,86.958,95.605,106.865,121.622,130.9,124.702,133.372,140.059,145.451,148.996,155.93,165.151,170.404,178.893,190.643,198.382,187.264,200.39,2019
Slovak Republic,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: Haver Analytics. Eurostat Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1997",1.068,3.635,4.506,5.579,5.337,6.607,8.488,10.827,5.518,-5.567,5.564,2.826,1.672,0.55,2.656,4.718,2.031,2.868,3.885,2.139,-6.326,4.822,2019
Slovak Republic,"Inflation, average consumer prices",Percent change,,Source: Haver Analytics. Eurostat Latest actual data: 2019 Harmonized prices: Yes. 2005=100 Frequency of source data: Monthly Base year: 2015,12.161,7.144,3.489,8.417,7.451,2.779,4.266,1.899,3.951,0.937,0.699,4.072,3.732,1.458,-0.095,-0.331,-0.475,1.394,2.529,2.767,1.064,1.446,2019
Slovak Republic,"Inflation, end of period consumer prices",Percent change,,Source: Haver Analytics. Eurostat Latest actual data: 2019 Harmonized prices: Yes. 2005=100 Frequency of source data: Monthly Base year: 2015,8.44,6.568,3.096,9.24,5.775,3.656,3.479,2.33,3.467,0.044,1.303,4.581,3.358,0.36,-0.159,-0.449,0.271,2.059,1.958,3.217,0.396,1.791,2019
Slovak Republic,Unemployment rate,Percent of total labor force,,Source: Haver Analytics. National Statistical Office Latest actual data: 2019 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 04/2020,18.9,19.458,18.825,17.7,18.358,16.358,13.442,11.217,9.592,12.092,14.5,13.692,13.967,14.242,13.2,11.483,9.692,8.125,6.55,5.775,8.016,7.392,2019
Slovak Republic,General government net lending/borrowing,Percent of GDP,,"Source: Eurostat Latest actual data: 2019 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Fiscal assumptions: The current year projections take into consideration both the budget and developments to date. Next year and beyond reflect a no-policy-change scenario. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans; Shares and Other Equity; Other Accounts Receivable/Payable; Monetary Gold and SDRs;. Our framework follows the Maastricht debt criteria.",-12.631,-7.221,-8.221,-3.12,-2.316,-2.874,-3.579,-2.05,-2.523,-8.149,-7.456,-4.456,-4.367,-2.87,-3.11,-2.672,-2.476,-0.953,-1.06,-1.26,-5.907,-2.784,2019
Slovak Republic,Current account balance,Percent of GDP,,"Source: Central Bank. National bank of Slovakia Latest actual data: 2019 Notes: Balance of payments data before 2009 reflect staff estimates to comply with BPM6 pending provision of a longer times series based on BPM6. BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",-3.083,-7.979,-7.603,-4.893,-5.85,-7.287,-7.026,-4.8,-6.358,-3.443,-4.675,-4.911,0.931,1.855,1.142,-2.092,-2.741,-1.915,-2.642,-3.175,-2.985,-2.448,2019
Slovenia,"Gross domestic product, constant prices",Percent change,,"Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2000",3.673,3.216,3.506,2.96,4.359,3.798,5.746,6.98,3.51,-7.549,1.344,0.861,-2.639,-1.029,2.768,2.21,3.122,4.833,4.118,2.443,-8.039,5.448,2019
Slovenia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2000",35.76,37.719,39.659,41.592,44.573,47.707,51.975,57.097,60.251,56.127,57.544,59.252,58.795,59.211,61.976,64.005,66.687,71.226,75.967,79.179,73.276,78.775,2019
Slovenia,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2000",3.181,3.095,3.301,2.908,4.286,3.738,5.442,6.607,3.515,-8.554,0.62,0.703,-2.891,-1.189,2.655,2.121,3.056,4.747,4.069,2.394,-8.083,5.398,2019
Slovenia,"Inflation, average consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2015,8.934,8.376,7.477,5.539,3.589,2.455,2.462,3.664,5.651,0.843,1.797,1.799,2.596,1.772,0.204,-0.524,-0.051,1.432,1.736,1.628,0.401,1.408,2019
Slovenia,"Inflation, end of period consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2015,8.929,7.035,7.258,4.556,3.134,2.224,2.779,5.691,2.103,1.798,1.884,1.986,2.658,0.652,0.13,-0.468,0.51,1.762,1.438,1.841,0.199,1.782,2019
Slovenia,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2019 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 04/2020,6.75,6.192,6.342,6.7,6.325,6.533,5.975,4.842,4.4,5.9,7.3,8.208,8.9,10.15,9.742,8.983,8.008,6.558,5.125,4.6,9,6,2019
Slovenia,General government net lending/borrowing,Percent of GDP,,"Source: Ministry of Finance or Treasury Latest actual data: 2019 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans; Other",-3.645,-4.451,-2.374,-2.595,-1.941,-1.324,-1.231,-0.049,-1.394,-5.813,-5.6,-6.629,-3.995,-14.579,-5.507,-2.847,-1.935,-0.014,0.773,0.533,-6.588,-2.149,2019
Slovenia,Current account balance,Percent of GDP,,"Source: Central Bank Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",-2.766,0.04,0.875,-0.81,-2.692,-1.8,-1.836,-4.138,-5.319,-1.061,-0.75,-0.814,1.321,3.302,5.113,3.815,4.812,6.256,6.084,6.563,0.846,3.24,2019
Spain,"Gross domestic product, constant prices",Percent change,,"Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1995",5.053,3.936,2.727,2.984,3.118,3.656,4.104,3.602,0.889,-3.769,0.168,-0.814,-2.958,-1.437,1.382,3.837,3.028,2.895,2.354,1.977,-8,4.276,2019
Spain,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1995",981.377,"1,042.38","1,087.75","1,141.01","1,208.26","1,291.45","1,385.14","1,473.58","1,515.59","1,469.59","1,489.21","1,507.94","1,491.41","1,495.76","1,544.50","1,620.45","1,686.80","1,768.32","1,854.03","1,923.65","1,781.00","1,893.36",2019
Spain,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1995",4.174,3.397,1.097,1.098,1.523,1.749,2.466,1.597,-0.751,-4.567,-0.252,-1.183,-3.02,-1.071,1.683,3.937,3.052,2.875,2.262,1.895,-8.413,3.81,2019
Spain,"Inflation, average consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2016,3.484,3.59,3.104,3.039,3.039,3.368,3.515,2.787,4.076,-0.288,1.8,3.196,2.446,1.409,-0.151,-0.5,-0.203,1.956,1.675,0.7,-0.301,0.654,2019
Spain,"Inflation, end of period consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2016,4.007,2.707,4.036,2.605,3.227,3.735,2.666,4.221,1.432,0.795,2.988,2.378,2.868,0.252,-1.041,0.017,1.57,1.112,1.183,0.788,-0.988,1.394,2019
Spain,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2019 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 04/2020,13.857,10.54,11.45,11.485,10.965,9.153,8.453,8.233,11.245,17.855,19.858,21.39,24.788,26.095,24.443,22.058,19.635,17.225,15.255,14.105,20.801,17.477,2019
Spain,General government net lending/borrowing,Percent of GDP,,"Source: Ministry of Finance or Treasury. Eurostat Latest actual data: 2019 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Fiscal assumptions: Fiscal projections for 2020 are IMF staff projections which include the legislated public wage and pension increases, as well as the measures adopted as of March 30th in response to the COVID-19 crisis. Fiscal projections from 2021 onwards are IMF staff projections with an unchanged policy stance. Start/end months of reporting year: January/December GFS Manual used: European System of Accounts (ESA) 2010 Basis of recording: Accrual General government includes: Central Government; State Government; Local Government; Social Security Funds; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans",-1.161,-0.455,-0.317,-0.375,-0.095,1.232,2.124,1.886,-4.572,-11.276,-9.527,-9.74,-10.736,-7.036,-5.915,-5.177,-4.305,-3.024,-2.537,-2.642,-9.509,-6.656,2019
Spain,Current account balance,Percent of GDP,,"Source: Central Bank Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",-4.31,-4.375,-3.73,-3.883,-5.482,-7.254,-8.851,-9.432,-8.903,-4.088,-3.656,-2.724,0.086,2.038,1.699,2.026,3.176,2.675,1.937,1.999,2.178,2.39,2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Monetary Fund, World Economic Outlook Database, April 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,
